Date,MinTemp,MaxTemp,Rainfall,WindGustDir,WindDir,WindSpeed,Humidity,Pressure,Cloud,Temp,Rain
1/16/2010,21.7,25.9,0.2,W,ENE,11,72,1009.6,6,24.5,No
1/17/2010,20.3,27.3,0,W,SSE,0,64,1003,3,25.6,No
1/18/2010,16.7,25.7,0,W,W,15,55,1002.5,1,25.1,No
1/19/2010,15.6,26.8,0,W,E,15,39,1007.4,1,22.9,No
1/20/2010,17.4,28.9,0,W,E,7,41,1007.8,0,26.6,No
1/21/2010,19.5,27.4,0,W,E,6,74,1008.4,3,27.4,No
1/22/2010,22.6,32.6,0,W,E,7,77,1008.8,3,29.2,No
1/23/2010,25,41.3,0,W,SSE,26,28,1005.4,5,39.9,No
1/24/2010,18.4,23,6.2,W,ESE,7,92,1014.5,8,22.6,Yes
1/25/2010,19.5,26.1,0.4,W,E,2,80,1011.8,8,25.7,No
1/26/2010,22.3,29,0,W,ENE,6,83,1007.2,6,27.7,No
1/27/2010,22.9,27.1,0,W,SSE,19,78,1013.6,8,25,No
1/28/2010,22.2,26.6,0,W,ENE,0,80,1009.5,8,24.6,No
1/29/2010,19.6,30.2,2.6,W,SE,7,81,1010,1,29.6,Yes
1/30/2010,20.5,27.3,2.6,W,SE,26,82,1017.9,8,26.4,Yes
1/31/2010,21.5,26.6,0,W,E,19,75,1014.6,6,26,No
2/1/2010,22.6,27.7,0,W,E,13,73,1016.1,6,26.6,No
2/2/2010,22.7,27.7,0.6,W,SE,19,61,1016.4,6,25.9,No
2/3/2010,21.4,27.3,23.4,W,E,26,90,1014.3,7,27.2,Yes
2/4/2010,21.9,27.2,3.4,W,E,28,83,1011.3,7,26.1,Yes
2/5/2010,23.1,26.5,4,W,NNE,11,79,1008.8,7,24.9,Yes
2/6/2010,20.5,22.4,31.2,W,S,31,95,1016.2,7,22.2,Yes
2/7/2010,20.2,25,77.4,W,SE,19,95,1020.8,7,23.8,Yes
2/8/2010,21,27.6,3.4,W,E,7,76,1021.9,8,26.3,Yes
2/9/2010,22.8,27.6,0,W,E,4,83,1021.2,6,27.3,No
2/10/2010,21.7,27.9,0.4,W,ENE,9,72,1017.6,2,27.3,No
2/11/2010,21.4,28.2,0,W,ENE,4,71,1013.5,2,27.4,No
2/12/2010,23.9,37.8,0,W,WNW,2,71,1005.5,6,37.4,No
2/13/2010,21.4,25.5,70,W,E,17,92,1010.2,8,25.2,Yes
2/14/2010,22.1,26.4,10,W,E,9,91,1004.5,7,23.9,Yes
2/15/2010,20.2,30,15.2,W,ENE,11,95,1003.5,6,28.5,Yes
2/16/2010,21.3,26.4,0.2,W,S,22,65,1013.6,7,25,No
2/17/2010,18.5,25.6,0,W,SE,9,64,1016,3,25.4,No
2/18/2010,18.3,25.9,0,W,SE,19,52,1023.4,5,24.9,No
2/19/2010,20.2,25.5,0,W,E,19,60,1023.1,5,25,No
2/20/2010,18.9,27.3,0,W,NE,13,76,1018.4,1,26.1,No
2/21/2010,20.7,29.8,0,W,E,4,75,1014.8,1,28.6,No
2/22/2010,23.2,35.4,0,W,E,7,61,1011.7,0,32.5,No
2/23/2010,26,28.6,0,W,SE,24,54,1016.3,1,23.7,No
2/24/2010,21.1,24.1,0,W,E,9,55,1021.4,8,23.8,No
2/25/2010,20.5,24.6,0,W,ESE,15,45,1026.6,2,24.2,No
2/26/2010,18.1,25.1,0,W,ESE,7,73,1024.4,6,24.6,No
2/27/2010,18.4,27,0.2,W,NE,2,79,1017.8,5,26.5,No
2/28/2010,21,26.7,0,W,ESE,4,83,1014.3,7,25.8,No
3/1/2010,19.2,19.7,4.2,W,SE,19,68,1018.4,8,19.2,Yes
3/2/2010,17.3,23,9,W,SE,17,52,1018.2,7,21.8,Yes
3/3/2010,18.2,24.4,0.2,W,ESE,11,53,1018.2,3,23.5,No
3/4/2010,17.2,25.2,0,W,E,0,73,1013.7,7,24.7,No
3/5/2010,20.5,25.1,0,W,ENE,20,72,1009.6,7,23.5,No
3/6/2010,20.9,26.7,14,W,NE,2,90,1010.8,6,25.1,Yes
3/7/2010,22.3,26.4,0,W,ENE,19,71,1012,2,25.6,No
3/8/2010,22.6,29.2,0,W,NE,11,72,1009.6,6,27.4,No
3/9/2010,20.8,30,0,W,W,11,46,1012.2,1,29.6,No
3/10/2010,19.2,20.8,0.2,W,SSE,20,85,1022.5,8,20.4,No
3/11/2010,18.2,24.2,0,W,SSE,24,63,1031.5,2,23.6,No
3/12/2010,18.7,24.5,0.2,W,SE,19,55,1034.8,2,22.5,No
3/13/2010,17.4,24.7,0,W,SE,22,68,1032.9,2,22.8,No
3/14/2010,16.2,24.6,5.6,W,ESE,13,87,1027.8,2,23,Yes
3/15/2010,18,25.2,0,W,E,11,78,1022.4,7,24.5,No
3/16/2010,17.4,25.5,0,W,E,15,82,1022.7,3,25.1,No
3/17/2010,15.6,26,0,W,E,13,80,1024.5,0,24.4,No
3/18/2010,17,26.5,0,W,ENE,9,77,1023.7,6,25.3,No
3/19/2010,18.2,27.4,0,W,ENE,6,82,1019.2,6,26.9,No
3/20/2010,19.8,29,0,W,E,15,64,1019.5,3,26.5,No
3/21/2010,21.7,30.9,0,W,E,9,64,1014.3,6,28,No
3/22/2010,20.8,25,0,W,ESE,9,64,1018.7,7,24.1,No
3/23/2010,18.7,27,0,W,ENE,13,74,1017.4,0,26.1,No
3/24/2010,18.7,26,0,W,ESE,17,79,1020.8,7,25.3,No
3/25/2010,19.5,25.5,0,W,NE,7,75,1019.6,6,24.8,No
3/26/2010,19.5,29.6,0,W,ENE,9,80,1015.4,0,29.5,No
3/27/2010,22.4,26.9,0,W,S,17,80,1018.4,6,25.5,No
3/28/2010,20.8,26.4,0,W,NE,6,82,1014.9,2,26.2,No
3/29/2010,22.4,27.5,0,W,W,7,78,1016.4,7,26.7,No
3/30/2010,20.5,21.3,4,W,SSW,4,92,1018.4,8,21.2,Yes
3/31/2010,18.9,23.1,14,W,S,24,68,1017.5,7,22,Yes
4/1/2010,16,25.3,0.2,W,S,24,68,1016.3,2,24.8,No
4/2/2010,17.2,24.6,0,W,S,13,74,1018.5,5,24.3,No
4/3/2010,15.9,24,0,W,SE,17,72,1020,2,22.1,No
4/4/2010,15.4,22.4,6.8,W,SSE,13,84,1020.5,6,20.7,Yes
4/5/2010,15.2,21.5,1.2,W,SE,9,76,1019,5,20.5,Yes
4/6/2010,17,23.3,0.8,W,E,0,74,1017.6,6,22.4,No
4/7/2010,18.5,25.9,3.8,W,NNW,15,90,1012.3,8,24.5,Yes
4/8/2010,19,28.7,3,W,SSE,17,77,1011.8,3,24.3,Yes
4/9/2010,16.4,25,4.4,W,SE,15,68,1011.1,2,22.4,Yes
4/10/2010,17.2,27.9,0,W,E,9,78,1007.6,6,27.6,No
4/11/2010,18.6,27.9,0,W,WNW,15,58,1006,5,27.7,No
4/12/2010,14.9,24.5,0,W,WSW,30,33,1011.7,1,24.2,No
4/13/2010,13.1,22.3,0,W,SSE,17,52,1020.3,1,21.3,No
4/14/2010,12.3,25,0,W,ENE,15,71,1019.3,0,23,No
4/15/2010,14.9,24.9,0,W,ESE,15,77,1020.5,6,23.3,No
4/16/2010,16.9,22.3,0,W,SSE,9,77,1025.1,7,21.8,No
4/17/2010,15.8,25.3,0.6,W,ESE,11,82,1026,1,24.2,No
4/19/2010,17.2,24.9,0,W,E,6,82,1023.7,2,24.2,No
4/20/2010,17.3,24.8,0,W,E,13,87,1021.7,1,24.4,No
4/21/2010,16.7,24.2,0,W,ENE,15,95,1020.4,1,23.9,No
4/22/2010,16.7,25.7,0,W,E,11,81,1019.4,1,23.9,No
4/23/2010,16.6,30.7,0,W,NE,13,68,1016,1,26.5,No
4/24/2010,20.2,28.6,0,W,NNW,11,57,1009.9,7,26.4,No
4/25/2010,17.2,22.8,8.8,W,S,20,77,1013.5,7,19.2,Yes
4/26/2010,12.5,21.8,0.4,W,SE,24,56,1022.3,1,21.5,No
4/27/2010,11.7,20.4,0,W,W,19,65,1017.8,6,20.1,No
4/28/2010,12.6,24.9,0,W,W,15,64,1016.7,0,24.5,No
4/29/2010,13.4,24.6,0,W,WNW,24,44,1017,1,24.5,No
4/30/2010,14,19.4,0,W,S,20,79,1024.4,8,19.2,No
5/1/2010,14.3,21.7,1.8,W,ENE,13,89,1024.4,7,20.6,Yes
5/2/2010,13.9,26.5,0,W,SW,19,90,1022.1,2,26.3,No
5/3/2010,14.8,23.1,0.2,W,ESE,15,75,1024.3,4,22.7,No
5/4/2010,16.2,24.8,0,W,NE,2,80,1015.8,7,24.2,No
5/5/2010,15.4,21.1,0,W,W,7,59,1011.3,7,18.1,No
5/6/2010,10.4,22.3,2,W,WSW,24,48,1018.3,1,21.5,Yes
5/7/2010,11.3,23.1,0,W,WSW,20,62,1018.3,1,22.9,No
5/8/2010,11.1,24.4,0,W,E,20,65,1019.3,1,22.6,No
5/9/2010,12.3,24.6,0,W,E,15,68,1018.3,1,22.4,No
5/10/2010,12.7,22.6,0,W,NE,13,78,1015.8,1,22,No
5/11/2010,12.8,27,0,W,W,11,64,1008.7,1,25.7,No
5/12/2010,10.5,18.9,0,W,S,28,40,1016.9,1,18.5,No
5/13/2010,9,21.9,0,W,S,24,53,1015.8,1,20.7,No
5/14/2010,10.6,21.1,0,W,SW,19,60,1014.9,1,20.3,No
5/15/2010,10.5,21.7,0,W,S,20,62,1016.1,1,20.5,No
5/16/2010,11,21.6,0,W,SSE,17,71,1018.4,2,19.7,No
5/17/2010,12.7,17.9,1,W,WNW,19,85,1016.7,8,16.5,No
5/18/2010,12.4,15.4,13.8,W,SW,22,94,1017.4,8,14.9,Yes
5/19/2010,11.7,20,47.8,W,SSE,20,91,1020.3,7,20,Yes
5/20/2010,11.2,19.7,1,W,ESE,19,82,1019.9,6,19.3,No
5/21/2010,11.7,19.5,0,W,SSE,13,83,1017.9,3,18.4,No
5/22/2010,10.8,18.6,17.2,W,SSW,22,92,1019.7,7,18.4,Yes
5/23/2010,9.5,14.7,14.2,W,W,19,91,1020.8,7,14.3,Yes
5/24/2010,10.4,18,5.6,W,E,15,86,1015.7,7,17.8,Yes
5/25/2010,12.1,16.9,0.8,W,WNW,11,89,1006.3,7,16.8,No
5/26/2010,13.4,17.3,9,W,ESE,17,96,1004.9,8,15.6,Yes
5/27/2010,13.5,18.7,33.6,W,S,15,82,1017.6,6,18.3,Yes
5/28/2010,11.7,19.9,1.6,W,E,15,92,1017.1,7,19.8,Yes
5/29/2010,12.9,17.1,3,W,NE,11,88,1004.7,7,16.2,Yes
5/30/2010,11.8,19.1,3,W,W,15,78,1002.4,4,18.7,Yes
5/31/2010,12.6,20,12.8,W,S,22,87,1010.2,7,19.1,Yes
6/1/2010,11.7,19.7,12.4,W,S,15,80,1017.7,7,18.5,Yes
6/2/2010,11.2,20.1,0,W,SSW,19,81,1019.6,6,19,No
6/3/2010,12.7,18.6,6,W,ESE,19,91,1020,7,17.1,Yes
6/4/2010,15.2,17.7,26.4,W,SSE,26,85,1015.5,7,16.4,Yes
6/5/2010,12.5,20.5,61.4,W,SSW,22,80,1012,5,17.4,Yes
6/6/2010,9.5,18.5,0.4,W,SW,28,64,1015.8,1,15.2,No
6/7/2010,9.1,15.5,4.2,W,SSW,24,60,1023,2,14.3,Yes
6/8/2010,9.1,18.5,0.4,W,NE,22,78,1018.7,5,16.3,No
6/9/2010,9.5,16.7,0,W,WNW,6,71,1008.3,5,15.7,No
6/10/2010,10.3,17.2,0,W,SSW,26,48,1017.7,5,16.8,No
6/11/2010,6.2,17.4,0,W,W,19,64,1016,0,16.9,No
6/12/2010,9,16.7,0,W,S,20,63,1021.7,1,15.8,No
6/13/2010,6.6,17.9,0,W,S,22,66,1028.9,1,17.1,No
6/14/2010,6.9,18.3,0,W,ENE,22,75,1032,5,17.8,No
6/15/2010,8.1,19.3,0,W,ENE,17,86,1028.9,5,17.6,No
6/16/2010,9.1,18.9,0,W,ENE,11,89,1024.1,2,18.3,No
6/17/2010,10.6,17.3,0,W,N,11,67,1010.5,8,16.6,No
6/20/2010,9.5,20.2,0,W,ESE,19,71,1023.8,5,20,No
6/21/2010,10.1,16,8.2,W,S,15,95,1032.5,7,15.7,Yes
6/23/2010,12.6,15.6,4,W,S,17,83,1034.1,7,14.6,Yes
6/24/2010,11.8,17,18.8,W,E,15,96,1027.1,7,17,Yes
6/25/2010,12.2,18.4,0,W,N,13,83,1020.7,6,18.4,No
6/26/2010,13.5,20,1,W,WSW,20,78,1016.3,7,19.7,No
6/27/2010,6.7,14.9,0,W,SSW,20,72,1018.9,1,13.9,No
6/28/2010,5.5,15.8,0,W,W,22,68,1017.7,1,15.3,No
6/29/2010,4.7,14.4,0,W,WSW,13,63,1017,0,14.4,No
6/30/2010,4.3,16.1,0,W,WNW,11,70,1018.5,0,15.7,No
7/1/2010,6.4,17.1,0,W,W,20,70,1022.8,4,16.9,No
7/2/2010,7.6,12.1,0,W,W,15,74,1023.5,7,11.9,No
7/3/2010,7.7,16.3,0.6,W,SSW,24,68,1026.1,1,15.6,No
7/4/2010,7.8,17.8,0,W,S,22,68,1026.9,2,16.9,No
7/5/2010,8.8,13.5,0,W,W,20,76,1024.1,7,13.1,No
7/6/2010,9.7,17.2,4.2,W,SSW,7,95,1015.1,6,15.1,Yes
7/7/2010,9.6,16,2.6,W,S,22,83,1022.5,7,15.3,Yes
7/9/2010,9.7,15.6,32,W,S,19,96,1027.9,6,13.9,Yes
7/10/2010,8.6,17.6,4.6,W,ENE,17,95,1025,6,16.6,Yes
7/11/2010,9.9,19,0.2,W,NW,13,61,1019.8,7,17.3,No
7/12/2010,10.1,16.9,0.2,W,WNW,19,87,1021.1,6,16,No
7/13/2010,11.4,18.6,0,W,NNE,7,83,1014.6,7,17.7,No
7/14/2010,13.9,18.1,1,W,WNW,20,56,1008.6,3,17.4,No
7/15/2010,10.4,18.2,0,W,WSW,24,50,1017.1,1,17.4,No
7/16/2010,7.2,18.2,0,W,S,24,63,1024,2,16.2,No
7/17/2010,7.1,18.5,0,W,E,26,71,1024.7,1,18.4,No
7/18/2010,7.3,19.4,0,W,ESE,20,81,1017.8,0,18.7,No
7/19/2010,8.7,16.7,0,W,SSW,15,67,1016,6,15,No
7/20/2010,8,16.5,0,W,SSW,19,71,1021.4,1,14.9,No
7/21/2010,8,15.7,6.6,W,SSW,19,73,1024.6,7,15.5,Yes
7/22/2010,6,14.7,0.4,W,SSW,28,64,1028.1,1,13.6,No
7/23/2010,8,18.2,0.2,W,S,20,75,1030.3,2,16.4,No
7/24/2010,9.6,18.3,4.6,W,SE,22,81,1027.4,7,17.6,Yes
7/25/2010,10.2,16.9,0,W,SE,11,83,1027.7,3,15.5,No
7/26/2010,9.2,17,16,W,SE,15,90,1032.6,6,15.5,Yes
7/27/2010,9.3,16.9,2.4,W,E,13,86,1032.5,6,16.6,Yes
7/28/2010,11.2,15.2,2.6,W,NNE,4,96,1024.8,8,14.4,Yes
7/29/2010,11.4,16.2,24.2,W,N,6,93,1016,6,15.8,Yes
7/30/2010,12,21.1,3.4,W,NNE,22,97,1013.6,4,21,Yes
7/31/2010,12.8,20.7,6.6,W,W,7,96,1012,7,20.5,Yes
8/1/2010,9.6,20.9,0,W,NW,11,62,1013,1,20.6,No
8/2/2010,9.1,15.7,0.4,W,WSW,24,49,1011.6,5,15.1,No
8/3/2010,10.3,17.3,16.4,W,E,15,75,1016.9,7,15.5,Yes
8/4/2010,8.3,18.9,0,W,W,15,75,1014.9,1,18.7,No
8/5/2010,7.1,16.9,0,W,W,17,57,1015.1,3,15.8,No
8/6/2010,7.6,17,0,W,S,19,56,1019.2,1,15.7,No
8/7/2010,6.8,16.1,0,W,S,26,58,1022.2,1,15.5,No
8/8/2010,6.4,17.2,0,W,E,20,73,1019.1,3,15.2,No
8/9/2010,7.2,17.1,0,W,E,15,83,1020.9,2,17,No
8/10/2010,9.3,16.4,2.8,W,NNE,2,93,1013.8,8,16.2,Yes
8/11/2010,12.2,18,4.6,W,WNW,19,59,1003.7,7,17.4,Yes
8/12/2010,10.7,16.7,0.2,W,W,35,55,1002.3,2,15,No
8/13/2010,9.9,18.3,0,W,S,26,54,1012,1,17,No
8/14/2010,8.2,21.8,0,W,N,11,69,1009.7,0,21.4,No
8/15/2010,12.8,20.1,0,W,WNW,22,53,1004,6,20,No
8/16/2010,12.6,18.8,0.4,W,W,24,44,1010.3,1,18.3,No
8/17/2010,7.6,17.6,0,W,E,26,44,1019.9,1,15.9,No
8/18/2010,6.5,19.9,0,W,NE,13,69,1012,3,17.7,No
8/19/2010,9.3,24.6,2.2,W,WNW,22,57,1004.6,1,24.4,Yes
8/20/2010,11.3,19.3,0,W,WNW,11,45,1010.9,1,19.2,No
8/21/2010,8.8,16.7,0,W,W,20,44,1015.2,1,16.7,No
8/22/2010,8.4,17.3,0,W,E,22,58,1020.4,1,15.7,No
8/23/2010,11.2,15,0,W,NE,6,77,1010.8,7,13.9,No
8/24/2010,10.9,19.8,0,W,WNW,17,53,1007.9,1,19.6,No
8/25/2010,11.5,18.1,0,W,WNW,17,36,1005.2,1,17.2,No
8/26/2010,10.3,18,0,W,W,19,48,1000.7,3,16.4,No
8/27/2010,10.3,19.2,0,W,WNW,20,47,1008,5,18.8,No
8/28/2010,9.2,17.5,0,W,S,20,52,1022.3,1,16.5,No
8/30/2010,10.5,17.6,0,W,E,4,70,1024.3,3,16.8,No
8/31/2010,11.5,20,0,W,NE,9,71,1019.8,1,18.4,No
9/1/2010,14.9,25.9,0,W,E,15,53,1012.5,6,24.1,No
9/2/2010,16.6,18.1,0.8,W,E,15,77,1014.4,8,17.8,No
9/3/2010,13.7,17.6,3.2,W,E,15,80,1023.6,8,16.5,Yes
9/4/2010,15.2,20.3,7.4,W,E,15,90,1006.7,8,19,Yes
9/5/2010,16.4,21.3,0.6,W,E,15,44,1009.7,1,20.4,No
9/6/2010,11.5,20.4,0,W,E,15,45,1017.1,1,18.9,No
9/7/2010,10.4,16.8,0,W,S,15,54,1023.3,2,16.1,No
9/8/2010,8.2,18.3,0,W,ESE,15,58,1023.6,1,17.2,No
9/9/2010,9.7,18.4,0,W,NW,2,77,1010.6,6,18,No
9/10/2010,11,24.5,2.4,W,W,9,82,1001.3,6,21.2,Yes
9/11/2010,11.1,19.9,0.8,W,E,20,46,1017.2,1,17.5,No
9/12/2010,9.2,18.9,0,W,NE,15,64,1017.8,3,17.6,No
9/13/2010,13.3,23.9,0,W,W,13,64,1012.1,5,23.3,No
9/14/2010,13.9,18.1,0,W,ESE,28,70,1011.4,6,15.7,No
9/16/2010,10.4,21.2,0,W,WNW,24,42,1010.6,5,20.8,No
9/17/2010,9.5,19.3,0,W,ENE,20,41,1017.8,2,17.2,No
9/18/2010,9.6,23.3,0,W,ESE,17,48,1013.8,1,19.5,No
9/19/2010,11.7,18.1,0,W,ENE,11,56,1019.7,6,17.3,No
9/20/2010,11.1,20.1,0,W,E,13,66,1022.7,4,18.5,No
9/21/2010,11.6,23.7,0,W,SSE,15,82,1022.3,0,20.4,No
9/22/2010,13,20.1,1.8,W,E,11,75,1020.8,3,18.1,Yes
9/23/2010,15.2,19,0.2,W,E,13,69,1022.3,7,17.3,No
9/24/2010,13.7,21.1,0,W,NE,13,67,1017.6,0,20.2,No
9/25/2010,13.4,26.9,0,W,ESE,9,58,1013.5,4,24.8,No
9/26/2010,13.1,22,0,W,E,6,57,1017.3,1,19.7,No
10/2/2010,12.7,19.6,0,W,ENE,13,70,1027.7,5,16.5,No
10/3/2010,15,19.7,14.2,W,E,19,93,1027.4,5,18.9,Yes
10/4/2010,15.3,20.6,12,W,E,7,83,1022.8,5,19.9,Yes
10/14/2010,17.8,28.9,2,NNW,E,22,63,1008.1,5,26.6,Yes
10/15/2010,19.5,24.7,0,NNW,NE,13,66,989.8,5,21.8,No
10/16/2010,11.7,16.1,0.8,WNW,W,46,34,1003.6,5,15.2,No
10/17/2010,9.9,24,0,W,SSE,24,44,1011.3,5,23.3,No
10/20/2010,12.9,20.3,0.2,ENE,E,11,70,1025.6,3,19.8,No
10/21/2010,13.3,21.5,0,ENE,ENE,11,75,1022.4,2,21.3,No
10/22/2010,15.3,23,0,NNE,ENE,6,70,1017.8,1,22.2,No
10/23/2010,15.8,27.2,0,NW,WSW,7,59,1015.1,5,19.3,No
10/24/2010,14.1,15.7,30.6,SSE,S,22,92,1020.6,5,15.7,Yes
10/26/2010,12.9,26.7,0.2,NE,ENE,13,73,1015,1,22.5,No
10/27/2010,14.8,23.8,0,SSE,SE,13,76,1014.7,2,20.6,No
10/28/2010,16.4,21.4,1.8,ESE,ESE,17,65,1020.4,5,20.2,Yes
10/29/2010,14.5,22.1,0.2,ENE,ENE,11,82,1017.5,7,20.5,No
10/30/2010,16.2,24.4,0,NE,NE,9,70,1012.2,5,23.8,No
10/31/2010,19.3,24.7,0,NE,NE,19,81,1010.6,5,24.2,No
11/1/2010,18.1,20.4,5.2,SSE,SSE,22,78,1012.1,8,18.6,Yes
11/2/2010,11.8,17.9,32.6,WSW,SSE,31,77,1012.8,5,17.8,Yes
11/3/2010,12,23.9,0.2,SE,ESE,13,65,1016.3,1,20.7,No
11/4/2010,14.4,18.1,0.4,ESE,SE,15,83,1020.5,7,17.6,No
11/5/2010,13.4,19.2,8.4,SE,SSE,17,67,1022.1,7,17.8,Yes
11/6/2010,13.6,18.8,26,ESE,SSE,7,93,1021.9,5,16.7,Yes
11/7/2010,13.4,23.3,8.8,NE,E,13,77,1018.1,5,20.7,Yes
11/8/2010,16.1,26.3,0,SW,NNE,7,64,1015.1,3,23.8,No
11/9/2010,17.2,23.6,5.6,SSE,E,22,80,1024.2,7,23.2,Yes
11/10/2010,18.2,24.5,0,N,ENE,6,87,1017.1,5,23.5,No
11/11/2010,19.7,27.2,8.6,E,E,7,77,1012,5,25,Yes
11/14/2010,20.5,30.4,0,NNE,NNE,13,70,1012.8,5,27.2,No
11/15/2010,22.3,23.9,0,SSE,SE,9,70,1012.6,5,19.4,No
11/16/2010,17.4,23.5,21,ESE,SSE,13,82,1011.3,7,22.8,Yes
11/17/2010,17.1,22.3,0.4,SSE,E,17,80,1015.7,7,21,No
11/18/2010,16.8,23.4,1,NE,NE,7,65,1012.2,3,22.6,No
11/19/2010,16.7,20,0,SSE,SSE,26,71,1024,7,18.5,No
11/22/2010,16.5,24,0,NE,E,4,82,1024.3,6,23.2,No
11/24/2010,17.5,24.7,0,NE,NE,17,60,1022,2,24.1,No
11/25/2010,18.5,26,0,NE,NE,17,67,1017.7,1,25.2,No
11/26/2010,18.9,24.1,0,NE,E,13,62,1015.3,5,22.4,No
11/27/2010,18.2,25.8,0,NNE,NE,6,77,1012,5,25.5,No
11/28/2010,19,23.5,0,NNE,NE,9,73,1010.2,5,23,No
11/29/2010,16.8,21.5,5.8,SSW,S,30,85,1012.9,5,20.8,Yes
11/30/2010,16.4,21.6,5.6,SSW,SSE,11,94,1014.5,8,20.2,Yes
12/1/2010,17.2,20.1,27.6,E,E,30,94,1015.3,8,19.9,Yes
12/2/2010,18.5,24.3,21,ENE,ENE,17,91,1015.9,8,22.7,Yes
12/3/2010,19.8,24.4,0.2,ENE,E,17,70,1014.7,2,23.2,No
12/4/2010,19.6,22.7,0,NE,E,6,84,1010.2,5,22,No
12/6/2010,20.4,25.7,1,ESE,ESE,7,74,1013.3,5,25.5,No
12/7/2010,21,26,0,ENE,ENE,19,73,1015.4,6,25.4,No
12/8/2010,20.8,26.3,0,NE,NE,15,67,1012.5,3,25.7,No
12/9/2010,22,30.7,0,N,SSE,13,80,1008.2,7,28.3,No
12/10/2010,22.8,29.6,0,S,E,17,74,1006,8,24,No
12/11/2010,17.2,26.9,0,NE,ENE,13,46,1003.1,5,23.4,No
12/12/2010,17.8,30.8,0,SSW,ENE,6,47,1003.7,5,26.1,No
12/13/2010,18.5,26.3,0,SSW,ESE,15,62,1012.7,2,25.5,No
12/15/2010,20,25.6,0,NNE,E,11,71,1006.7,4,24.7,No
12/16/2010,21.7,26.4,0,SSE,NNW,4,72,1006,5,20.6,No
12/17/2010,18,26.4,7.6,NW,ESE,6,75,1003.5,8,23,Yes
12/18/2010,19.6,25.5,0,W,NW,24,57,999.6,5,25.4,No
12/19/2010,18.5,27.3,0,WSW,N,15,69,995.6,5,26.4,No
12/20/2010,13.3,21.7,4.8,W,W,41,42,1000.7,1,21.3,Yes
12/21/2010,15.4,27.8,0,W,WNW,26,36,1007.9,1,27.1,No
12/22/2010,17.7,25.7,0,SE,SSE,19,71,1017.6,5,25.2,No
12/23/2010,19.1,27,0,SSE,E,9,72,1016.5,6,26.2,No
12/24/2010,18.7,24.1,0,SE,ESE,19,65,1023.7,5,23.6,No
12/25/2010,16,26.3,0,ENE,NE,0,69,1011.4,5,25.5,No
12/26/2010,20.8,31.3,0.8,SSE,WNW,20,88,1001.4,5,28.7,No
12/27/2010,18.4,19.9,17,SSE,SSE,15,88,1005.8,5,18.9,Yes
12/28/2010,15.4,21.2,1.8,SSE,ESE,11,59,1019.1,5,20.7,Yes
12/29/2010,17.3,24.7,0,NE,NE,4,66,1014.8,5,24.1,No
12/30/2010,20,26.5,0,E,E,7,64,1015.3,5,24.8,No
12/31/2010,21.4,27.2,0,NE,ENE,7,78,1013.9,5,26.4,No
1/1/2011,20.5,29,0,NE,ENE,13,69,1010.1,5,27.1,No
1/2/2011,20.7,28,0,S,SSE,9,72,1010.8,5,26.6,No
1/3/2011,18.9,21.3,5.6,SSW,SSE,17,81,1013.9,5,19.2,Yes
1/4/2011,17.3,22.6,3,SSE,SE,20,74,1011.6,5,21.8,Yes
1/5/2011,17.2,23.4,0,S,E,6,64,1005.8,5,23,No
1/6/2011,19.5,26.8,0,S,S,20,72,1011.1,5,24.9,No
1/7/2011,19.9,26.5,7.6,ESE,E,9,88,1013,5,26.5,Yes
1/8/2011,21.3,26.7,6.6,ENE,E,11,68,1012.1,5,26.4,Yes
1/9/2011,22,27,9.4,E,E,22,82,1014.3,5,26.6,Yes
1/10/2011,21.5,26.2,5.4,E,E,20,80,1014.7,5,26,Yes
1/11/2011,21.8,25.2,0.4,ENE,NE,20,71,1012.1,5,24.3,No
1/12/2011,22.3,27.9,1.6,NE,NE,13,79,1011.6,5,26.4,Yes
1/13/2011,23.3,26.6,0.2,ENE,ENE,15,75,1013.5,5,24.9,No
1/14/2011,21.8,27.9,0.2,NNE,NE,19,56,1009.3,5,27.6,No
1/15/2011,22,30.4,0.6,NNE,ENE,9,87,1007,5,29.6,No
1/16/2011,22.1,28.1,0.2,SSW,ESE,11,86,1007.4,5,28,No
1/17/2011,21.4,29.8,0,S,SSE,13,65,1001.5,5,26.3,No
1/18/2011,20,26.1,0,E,ESE,13,68,1007.3,5,24.8,No
1/19/2011,19.3,25.4,7.2,E,ENE,17,83,1009.3,5,24.5,Yes
1/20/2011,21.5,27.3,0.2,E,ENE,20,62,1013.4,5,26.3,No
1/21/2011,20.7,26.9,5.6,NE,ENE,4,66,1013.1,5,26.3,Yes
1/22/2011,20.5,28.4,0,ENE,E,13,64,1015.2,5,26.7,No
1/23/2011,21.4,28.3,0,NNE,NE,20,57,1009.1,5,26.1,No
1/24/2011,21,35.4,0,SSW,NW,11,56,1001.4,5,32.4,No
1/25/2011,21.7,28.5,0,S,ENE,4,70,1006.9,5,27.2,No
1/26/2011,22.9,31.4,0,SSE,E,11,85,1010.2,5,27.7,No
1/27/2011,22.5,28.4,0,S,E,9,79,1011.1,5,27.3,No
1/28/2011,22.5,24.3,0,SE,SSE,20,70,1019.1,5,24.1,No
1/29/2011,19.8,25,0,E,ENE,11,76,1021.3,5,24.6,No
1/30/2011,17.8,28.2,0,NNE,ENE,15,64,1016.3,5,27.5,No
1/31/2011,22.2,31.6,0,ENE,ENE,2,72,1011.8,5,30,No
